"Date","Tenant Name","Net Sales"
"2023-04-08","Beachside Shave Ice","485"
"2023-04-10","Beachside Shave Ice","625.5"
"2023-04-11","Beachside Shave Ice","371"
"2023-04-12","Beachside Shave Ice",NULL
"2023-04-13","Beachside Shave Ice","461"
"2023-04-14","Beachside Shave Ice","547.5"
"2023-04-15","Beachside Shave Ice","485.5"
"2023-04-17","Beachside Shave Ice","326"
"2023-04-18","Beachside Shave Ice","249.5"
"2023-04-19","Beachside Shave Ice",NULL
"2023-04-20","Beachside Shave Ice","89"
"2023-04-21","Beachside Shave Ice","156.5"
"2023-04-22","Beachside Shave Ice","562.5"
"2023-04-24","Beachside Shave Ice","375"
"2023-04-25","Beachside Shave Ice","230"
"2023-04-26","Beachside Shave Ice",NULL
"2023-04-27","Beachside Shave Ice","217.5"
"2023-04-28","Beachside Shave Ice","354.5"
"2023-04-29","Beachside Shave Ice","327"
"2023-04-30","Beachside Shave Ice",NULL
"2023-05-01","Beachside Shave Ice","346.5"
"2023-05-02","Beachside Shave Ice","169"
"2023-05-03","Beachside Shave Ice","5.5"
"2023-05-04","Beachside Shave Ice","333"
"2023-05-05","Beachside Shave Ice","283.5"
"2023-05-06","Beachside Shave Ice","748"
"2023-05-08","Beachside Shave Ice","228.5"
"2023-05-09","Beachside Shave Ice","386"
"2023-05-10","Beachside Shave Ice",NULL
"2023-05-11","Beachside Shave Ice","270"
"2023-05-12","Beachside Shave Ice","483.5"
"2023-05-13","Beachside Shave Ice","395"
"2023-05-15","Beachside Shave Ice","358"
"2023-05-16","Beachside Shave Ice","372.5"
"2023-05-17","Beachside Shave Ice",NULL
"2023-05-18","Beachside Shave Ice","242.5"
"2023-05-19","Beachside Shave Ice","607.5"
"2023-05-20","Beachside Shave Ice","385"
"2023-05-22","Beachside Shave Ice","307.5"
"2023-05-23","Beachside Shave Ice","276.5"
"2023-05-24","Beachside Shave Ice",NULL
"2023-05-25","Beachside Shave Ice","330.5"
"2023-05-26","Beachside Shave Ice","404.5"
"2023-05-27","Beachside Shave Ice","410.75"
"2023-05-29","Beachside Shave Ice","434"
"2023-05-30","Beachside Shave Ice","592.5"
"2023-05-31","Beachside Shave Ice",NULL
"2023-06-01","Beachside Shave Ice","346"
"2023-06-02","Beachside Shave Ice","379.5"
"2023-06-03","Beachside Shave Ice","490"
"2023-06-05","Beachside Shave Ice","296.5"
"2023-06-06","Beachside Shave Ice","570"
"2023-06-07","Beachside Shave Ice",NULL
"2023-06-08","Beachside Shave Ice","748"
"2023-06-09","Beachside Shave Ice","504.5"
"2023-06-10","Beachside Shave Ice","523.95"
"2023-06-12","Beachside Shave Ice","639"
"2023-06-13","Beachside Shave Ice","296.5"
"2023-06-14","Beachside Shave Ice",NULL
"2023-06-15","Beachside Shave Ice","255.5"
"2023-06-16","Beachside Shave Ice","507.5"
"2023-06-17","Beachside Shave Ice","573.5"
"2023-06-19","Beachside Shave Ice","425"
"2023-06-20","Beachside Shave Ice","832.5"
"2023-06-21","Beachside Shave Ice",NULL
"2023-06-22","Beachside Shave Ice","547.5"
"2023-06-23","Beachside Shave Ice","460.5"
"2023-06-24","Beachside Shave Ice","610"
"2023-06-26","Beachside Shave Ice","597"
"2023-06-27","Beachside Shave Ice","585.5"
"2023-06-28","Beachside Shave Ice",NULL
"2023-06-29","Beachside Shave Ice","670.5"
"2023-06-30","Beachside Shave Ice","516"
"2023-07-01","Beachside Shave Ice","598.5"
"2023-07-03","Beachside Shave Ice","582.5"
"2023-07-04","Beachside Shave Ice","1562"
"2023-07-05","Beachside Shave Ice","506.5"
"2023-07-06","Beachside Shave Ice","584.5"
"2023-07-07","Beachside Shave Ice","404"
"2023-07-08","Beachside Shave Ice","645.95"
"2023-07-10","Beachside Shave Ice","473"
"2023-07-11","Beachside Shave Ice","401.4"
"2023-07-12","Beachside Shave Ice","372"
"2023-07-13","Beachside Shave Ice","711"
"2023-07-14","Beachside Shave Ice","695.5"
"2023-07-15","Beachside Shave Ice","618.5"
"2023-07-17","Beachside Shave Ice","566.5"
"2023-07-18","Beachside Shave Ice","475.5"
"2023-07-19","Beachside Shave Ice","182.5"
"2023-07-20","Beachside Shave Ice","505.45"
"2023-07-21","Beachside Shave Ice","349"
"2023-07-22","Beachside Shave Ice","401.5"
"2023-07-23","Beachside Shave Ice","71.5"
"2023-07-24","Beachside Shave Ice","409"
"2023-07-25","Beachside Shave Ice","404.5"
"2023-07-26","Beachside Shave Ice","531.5"
"2023-07-27","Beachside Shave Ice","518"
"2023-07-28","Beachside Shave Ice","402"
"2023-07-29","Beachside Shave Ice","440"
"2023-07-31","Beachside Shave Ice","481.5"
"2023-08-01","Beachside Shave Ice","472"
"2023-08-02","Beachside Shave Ice","274"
"2023-08-03","Beachside Shave Ice","291.41"
"2023-08-04","Beachside Shave Ice","448.5"
"2023-08-05","Beachside Shave Ice","286.5"
"2023-08-07","Beachside Shave Ice","523"
"2023-08-08","Beachside Shave Ice","515"
"2023-08-09","Beachside Shave Ice","334"
"2023-08-10","Beachside Shave Ice","492.5"
"2023-08-11","Beachside Shave Ice","348.87"
"2023-08-12","Beachside Shave Ice","426.5"
"2023-08-14","Beachside Shave Ice","434"
"2023-08-15","Beachside Shave Ice","438"
"2023-08-16","Beachside Shave Ice","265"
"2023-08-17","Beachside Shave Ice","503"
"2023-08-18","Beachside Shave Ice","412.5"
"2023-08-19","Beachside Shave Ice","533"
"2023-08-21","Beachside Shave Ice","277.5"
"2023-08-22","Beachside Shave Ice","255.5"
"2023-08-23","Beachside Shave Ice",NULL
"2023-08-24","Beachside Shave Ice","478.51"
"2023-08-25","Beachside Shave Ice","244.5"
"2023-08-26","Beachside Shave Ice","360.25"
"2023-08-28","Beachside Shave Ice","476"
"2023-08-29","Beachside Shave Ice","414"
"2023-08-30","Beachside Shave Ice",NULL
"2023-08-31","Beachside Shave Ice","366.5"
"2023-09-01","Beachside Shave Ice","297"
"2023-09-02","Beachside Shave Ice","243.5"
"2023-09-04","Beachside Shave Ice","431.95"
"2023-09-05","Beachside Shave Ice","225"
"2023-09-06","Beachside Shave Ice",NULL
"2023-09-07","Beachside Shave Ice","442.75"
"2023-09-08","Beachside Shave Ice","231.5"
"2023-09-09","Beachside Shave Ice","271.5"
"2023-09-11","Beachside Shave Ice","394"
"2023-09-12","Beachside Shave Ice","228"
"2023-09-13","Beachside Shave Ice",NULL
"2023-09-14","Beachside Shave Ice","430.85"
"2023-09-15","Beachside Shave Ice","381"
"2023-09-16","Beachside Shave Ice","208"
"2023-09-18","Beachside Shave Ice","220"
"2023-09-19","Beachside Shave Ice","217"
"2023-09-20","Beachside Shave Ice",NULL
"2023-09-21","Beachside Shave Ice","278.5"
"2023-09-22","Beachside Shave Ice","257.5"
"2023-09-23","Beachside Shave Ice","314.9"
"2023-09-25","Beachside Shave Ice","331.5"
"2023-09-26","Beachside Shave Ice","329.5"
"2023-09-27","Beachside Shave Ice",NULL
"2023-09-28","Beachside Shave Ice","319"
"2023-09-29","Beachside Shave Ice","256.5"
"2023-09-30","Beachside Shave Ice","255.5"
"2023-10-02","Beachside Shave Ice","239"
"2023-10-03","Beachside Shave Ice","304.5"
"2023-10-04","Beachside Shave Ice",NULL
"2023-10-05","Beachside Shave Ice","400.01"
"2023-10-06","Beachside Shave Ice","317.5"
"2023-10-07","Beachside Shave Ice","433.5"
"2023-10-09","Beachside Shave Ice","339.5"
"2023-10-10","Beachside Shave Ice","472"
"2023-10-11","Beachside Shave Ice","140.5"
"2023-10-12","Beachside Shave Ice","587"
"2023-10-13","Beachside Shave Ice","409.5"
"2023-10-14","Beachside Shave Ice","439.15"
"2023-10-16","Beachside Shave Ice","327"
"2023-10-17","Beachside Shave Ice","326.9"
"2023-10-18","Beachside Shave Ice",NULL
"2023-10-19","Beachside Shave Ice","284"
"2023-10-20","Beachside Shave Ice","260.5"
"2023-10-21","Beachside Shave Ice","288"
"2023-10-22","Beachside Shave Ice",NULL
"2023-10-23","Beachside Shave Ice","222"
"2023-10-24","Beachside Shave Ice","348"
"2023-10-25","Beachside Shave Ice","267"
"2023-10-26","Beachside Shave Ice","324.5"
"2023-10-27","Beachside Shave Ice","123"
"2023-10-28","Beachside Shave Ice","262"
"2023-10-29","Beachside Shave Ice",NULL
"2023-10-30","Beachside Shave Ice","207"
"2023-10-31","Beachside Shave Ice","207.5"
"2023-11-01","Beachside Shave Ice",NULL
"2023-11-02","Beachside Shave Ice","299.5"
"2023-11-03","Beachside Shave Ice","373"
"2023-11-04","Beachside Shave Ice","272.5"
"2023-11-05","Beachside Shave Ice",NULL
"2023-11-06","Beachside Shave Ice","243.5"
"2023-11-07","Beachside Shave Ice","126"
"2023-11-08","Beachside Shave Ice",NULL
"2023-11-09","Beachside Shave Ice","227"
"2023-11-10","Beachside Shave Ice","147.5"
"2023-11-11","Beachside Shave Ice","200.5"
"2023-11-13","Beachside Shave Ice","175.5"
"2023-11-14","Beachside Shave Ice","95"
"2023-11-15","Beachside Shave Ice",NULL
"2023-11-16","Beachside Shave Ice","207.45"
"2023-11-17","Beachside Shave Ice","219.5"
"2023-11-18","Beachside Shave Ice","272.25"
"2023-11-19","Beachside Shave Ice",NULL
"2023-11-20","Beachside Shave Ice","149"
"2023-11-21","Beachside Shave Ice","211"
"2023-11-22","Beachside Shave Ice","314"
"2023-11-23","Beachside Shave Ice",NULL
"2023-11-24","Beachside Shave Ice","225.5"
"2023-11-25","Beachside Shave Ice","356"
"2023-11-27","Beachside Shave Ice","216.5"
"2023-11-28","Beachside Shave Ice","125.85"
"2023-11-29","Beachside Shave Ice",NULL
"2023-11-30","Beachside Shave Ice","141"
"2023-12-01","Beachside Shave Ice","68"
"2023-12-02","Beachside Shave Ice","249.5"
"2023-12-04","Beachside Shave Ice","125"
"2023-12-05","Beachside Shave Ice","170.5"
"2023-12-06","Beachside Shave Ice",NULL
"2023-12-07","Beachside Shave Ice","185"
"2023-12-08","Beachside Shave Ice","355"
"2023-12-09","Beachside Shave Ice","348.5"
"2023-12-10","Beachside Shave Ice",NULL
"2023-12-11","Beachside Shave Ice","207"
"2023-12-12","Beachside Shave Ice","142.5"
"2023-12-13","Beachside Shave Ice",NULL
"2023-12-14","Beachside Shave Ice","130.5"
"2023-12-15","Beachside Shave Ice","164.5"
"2023-12-16","Beachside Shave Ice","200.5"
"2023-12-18","Beachside Shave Ice","118"
"2023-12-19","Beachside Shave Ice","157"
"2023-12-20","Beachside Shave Ice",NULL
"2023-12-21","Beachside Shave Ice","279.95"
"2023-12-22","Beachside Shave Ice","330"
"2023-12-23","Beachside Shave Ice","110.5"
"2023-12-25","Beachside Shave Ice",NULL
"2023-12-26","Beachside Shave Ice","391.5"
"2023-12-27","Beachside Shave Ice","226"
"2023-12-28","Beachside Shave Ice","122"
"2023-12-29","Beachside Shave Ice","316.5"
"2023-12-30","Beachside Shave Ice","325.95"
"2023-12-31","Beachside Shave Ice",NULL
"2024-01-02","Beachside Shave Ice","375.5"
"2024-01-03","Beachside Shave Ice","222"
"2024-01-04","Beachside Shave Ice","177.5"
"2024-01-05","Beachside Shave Ice","235.5"
"2024-01-06","Beachside Shave Ice","141.5"
"2024-01-08","Beachside Shave Ice",NULL
"2024-01-09","Beachside Shave Ice","275.5"
"2024-01-10","Beachside Shave Ice",NULL
"2024-01-11","Beachside Shave Ice","207.5"
"2024-01-12","Beachside Shave Ice","116"
"2024-01-13","Beachside Shave Ice","135.01"
"2024-01-15","Beachside Shave Ice","369.5"
"2024-01-16","Beachside Shave Ice","276.5"
"2024-01-17","Beachside Shave Ice",NULL
"2024-01-18","Beachside Shave Ice","188"
"2024-01-19","Beachside Shave Ice","204.5"
"2024-01-20","Beachside Shave Ice","297.01"
"2024-01-22","Beachside Shave Ice","286"
"2024-01-23","Beachside Shave Ice","132.5"
"2024-01-24","Beachside Shave Ice",NULL
"2024-01-25","Beachside Shave Ice","239.5"
"2024-01-26","Beachside Shave Ice","223"
"2024-01-27","Beachside Shave Ice","356.5"
"2024-01-29","Beachside Shave Ice","197"
"2024-01-30","Beachside Shave Ice","135"
"2024-01-31","Beachside Shave Ice",NULL
"2024-02-01","Beachside Shave Ice","41.5"
"2024-02-02","Beachside Shave Ice","164.5"
"2024-02-03","Beachside Shave Ice","202.5"
"2024-02-05","Beachside Shave Ice","141.5"
"2024-02-06","Beachside Shave Ice","71.5"
"2024-02-07","Beachside Shave Ice",NULL
"2024-02-08","Beachside Shave Ice","387"
"2024-02-09","Beachside Shave Ice","228"
"2024-02-10","Beachside Shave Ice","295.5"
"2024-02-12","Beachside Shave Ice","467"
"2024-02-13","Beachside Shave Ice","214"
"2024-02-14","Beachside Shave Ice",NULL
"2024-02-15","Beachside Shave Ice","434"
"2024-02-16","Beachside Shave Ice","364"
"2024-02-17","Beachside Shave Ice","409"
"2024-02-19","Beachside Shave Ice","491"
"2024-02-20","Beachside Shave Ice","479"
"2024-02-21","Beachside Shave Ice",NULL
"2024-02-22","Beachside Shave Ice","472"
"2024-02-23","Beachside Shave Ice","349.7"
"2024-02-24","Beachside Shave Ice","195"
"2024-02-25","Beachside Shave Ice",NULL
"2024-02-26","Beachside Shave Ice","214"
"2024-02-27","Beachside Shave Ice","165"
"2024-02-28","Beachside Shave Ice",NULL
"2024-02-29","Beachside Shave Ice","349"
"2024-03-01","Beachside Shave Ice","268.1"
"2024-03-02","Beachside Shave Ice","331"
"2024-03-04","Beachside Shave Ice","198"
"2024-03-05","Beachside Shave Ice","214.3"
"2024-03-06","Beachside Shave Ice",NULL
"2024-03-07","Beachside Shave Ice","297"
"2024-03-08","Beachside Shave Ice","182"
"2024-03-09","Beachside Shave Ice","362"
"2024-03-11","Beachside Shave Ice","427"
"2024-03-12","Beachside Shave Ice","433"
"2024-03-13","Beachside Shave Ice",NULL
"2024-03-14","Beachside Shave Ice","234"
"2024-03-15","Beachside Shave Ice","296"
"2024-03-16","Beachside Shave Ice","485.5"
"2024-03-18","Beachside Shave Ice","292"
"2024-03-19","Beachside Shave Ice","501"
"2024-03-20","Beachside Shave Ice",NULL
"2024-03-21","Beachside Shave Ice","419"
"2024-03-22","Beachside Shave Ice","303"
"2024-03-23","Beachside Shave Ice","497"
"2024-03-25","Beachside Shave Ice","345"
"2024-03-26","Beachside Shave Ice","622"
"2024-03-27","Beachside Shave Ice",NULL
"2024-03-28","Beachside Shave Ice","332"
"2024-03-29","Beachside Shave Ice","336"
"2024-03-30","Beachside Shave Ice","449"
"2024-03-31","Beachside Shave Ice",NULL
"2024-04-01","Beachside Shave Ice","391"
"2024-04-02","Beachside Shave Ice","511"
"2024-04-03","Beachside Shave Ice",NULL
"2024-04-04","Beachside Shave Ice","279"
"2024-04-05","Beachside Shave Ice","254"
"2024-04-06","Beachside Shave Ice","420"
"2024-04-08","Beachside Shave Ice","270"
"2024-04-09","Beachside Shave Ice","285"
"2024-04-10","Beachside Shave Ice",NULL
"2024-04-11","Beachside Shave Ice","121"
"2024-04-12","Beachside Shave Ice","305"
"2024-04-13","Beachside Shave Ice","612"
"2024-04-15","Beachside Shave Ice","292"
"2024-04-16","Beachside Shave Ice","322"
"2024-04-17","Beachside Shave Ice",NULL
"2024-04-18","Beachside Shave Ice","360"
"2024-04-19","Beachside Shave Ice","326"
"2024-04-20","Beachside Shave Ice","446"
"2024-04-22","Beachside Shave Ice","475"
"2024-04-23","Beachside Shave Ice","319.3"
"2024-04-24","Beachside Shave Ice",NULL
"2024-04-25","Beachside Shave Ice","233.66"
"2024-04-26","Beachside Shave Ice","343"
"2024-04-27","Beachside Shave Ice","393"
"2024-04-29","Beachside Shave Ice","294"
"2024-04-30","Beachside Shave Ice","363"
"2024-05-01","Beachside Shave Ice",NULL
"2024-05-02","Beachside Shave Ice","249.9"
"2024-05-03","Beachside Shave Ice","232"
"2024-05-04","Beachside Shave Ice","716"
"2024-05-05","Beachside Shave Ice",NULL
"2024-05-06","Beachside Shave Ice","219.01"
"2024-05-07","Beachside Shave Ice","243.05"
"2024-05-08","Beachside Shave Ice",NULL
"2024-05-09","Beachside Shave Ice","263"
"2024-05-10","Beachside Shave Ice","345.68"
"2024-05-11","Beachside Shave Ice","302"
"2024-05-13","Beachside Shave Ice","176"
"2024-05-14","Beachside Shave Ice","179"
"2024-05-16","Beachside Shave Ice","152.4"
"2024-05-17","Beachside Shave Ice","361"
"2024-05-18","Beachside Shave Ice","232"
"2024-05-20","Beachside Shave Ice","297"
"2024-05-21","Beachside Shave Ice","195"
"2024-05-22","Beachside Shave Ice",NULL
"2024-05-23","Beachside Shave Ice","247"
"2024-05-24","Beachside Shave Ice","626"
"2024-05-25","Beachside Shave Ice","527.57"
"2024-05-26","Beachside Shave Ice",NULL
"2024-05-27","Beachside Shave Ice","640"
"2024-05-28","Beachside Shave Ice","427"
"2024-05-29","Beachside Shave Ice",NULL
"2024-05-30","Beachside Shave Ice","440"
"2024-05-31","Beachside Shave Ice","289"
"2024-06-01","Beachside Shave Ice","534.5"
"2024-06-02","Beachside Shave Ice",NULL
"2024-06-03","Beachside Shave Ice","721"
"2024-06-04","Beachside Shave Ice","485"
"2024-06-05","Beachside Shave Ice",NULL
"2024-06-06","Beachside Shave Ice","659"
"2024-06-07","Beachside Shave Ice","522"
"2024-06-08","Beachside Shave Ice","512"
"2024-06-09","Beachside Shave Ice",NULL
"2024-06-10","Beachside Shave Ice","910.7"
"2024-06-11","Beachside Shave Ice","925.7"
"2024-06-12","Beachside Shave Ice",NULL
"2024-06-13","Beachside Shave Ice","831.2"
"2024-06-14","Beachside Shave Ice","692"
"2024-06-15","Beachside Shave Ice","681.2"
"2024-06-16","Beachside Shave Ice",NULL
"2024-06-17","Beachside Shave Ice","720"
"2024-06-18","Beachside Shave Ice","691"
"2024-06-19","Beachside Shave Ice",NULL
"2024-06-20","Beachside Shave Ice","674"
"2024-06-21","Beachside Shave Ice","482.6"
"2024-06-22","Beachside Shave Ice","777"
"2024-06-23","Beachside Shave Ice",NULL
"2024-06-24","Beachside Shave Ice","909"
"2024-06-25","Beachside Shave Ice","728.01"
"2024-06-26","Beachside Shave Ice",NULL
"2024-06-27","Beachside Shave Ice","858"
"2024-06-28","Beachside Shave Ice","719"
"2024-06-29","Beachside Shave Ice","716"
"2024-06-30","Beachside Shave Ice",NULL
"2024-07-01","Beachside Shave Ice","826.2"
"2024-07-02","Beachside Shave Ice","748.5"
"2024-07-03","Beachside Shave Ice","547"
"2024-07-04","Beachside Shave Ice","1736.5"
"2024-07-05","Beachside Shave Ice","906"
"2024-07-06","Beachside Shave Ice","631"
"2024-07-07","Beachside Shave Ice",NULL
"2024-07-08","Beachside Shave Ice","856.5"
"2024-07-09","Beachside Shave Ice","599.3"
"2024-07-10","Beachside Shave Ice","456"
"2024-07-11","Beachside Shave Ice","567"
"2024-07-12","Beachside Shave Ice","527.5"
"2024-07-13","Beachside Shave Ice","1004.01"
"2024-07-14","Beachside Shave Ice",NULL
"2024-07-15","Beachside Shave Ice","646.3"
"2024-07-16","Beachside Shave Ice","519.5"
"2024-07-17","Beachside Shave Ice","512.6"
"2024-07-18","Beachside Shave Ice","738"
"2024-07-19","Beachside Shave Ice","517"
"2024-07-20","Beachside Shave Ice","749.5"
"2024-07-21","Beachside Shave Ice",NULL
"2024-07-22","Beachside Shave Ice","814"
"2024-07-23","Beachside Shave Ice","675"
"2024-07-24","Beachside Shave Ice","613"
"2024-07-25","Beachside Shave Ice","690.7"
"2024-07-26","Beachside Shave Ice","624.67"
"2024-07-27","Beachside Shave Ice","617"
"2024-07-29","Beachside Shave Ice","735.8"
"2024-07-30","Beachside Shave Ice","511"
"2024-07-31","Beachside Shave Ice","191"
"2024-08-01","Beachside Shave Ice","816"
"2024-08-02","Beachside Shave Ice","723"
"2024-08-03","Beachside Shave Ice","762"
"2024-08-04","Beachside Shave Ice",NULL
"2024-08-05","Beachside Shave Ice","699.5"
"2024-08-06","Beachside Shave Ice","734"
"2024-08-07","Beachside Shave Ice","662.5"
"2024-08-08","Beachside Shave Ice","433.5"
"2024-08-09","Beachside Shave Ice","449"
"2024-08-10","Beachside Shave Ice","564.5"
"2024-08-12","Beachside Shave Ice","594.1"
"2024-08-13","Beachside Shave Ice","664.67"
"2024-08-14","Beachside Shave Ice","321"
"2024-08-15","Beachside Shave Ice","659.2"
"2024-08-16","Beachside Shave Ice","390.2"
"2024-08-17","Beachside Shave Ice","520.5"
"2024-08-18","Beachside Shave Ice",NULL
"2024-08-19","Beachside Shave Ice","304.3"
"2024-08-20","Beachside Shave Ice","502"
"2024-08-21","Beachside Shave Ice",NULL
"2024-08-22","Beachside Shave Ice","475"
"2024-08-23","Beachside Shave Ice","219"
"2024-08-24","Beachside Shave Ice","462"
"2024-08-25","Beachside Shave Ice",NULL
"2024-08-26","Beachside Shave Ice","326.5"
"2024-08-27","Beachside Shave Ice","358.5"
"2024-08-28","Beachside Shave Ice",NULL
"2024-08-29","Beachside Shave Ice","506"
"2024-08-30","Beachside Shave Ice","235.6"
"2024-08-31","Beachside Shave Ice","655"
"2024-09-01","Beachside Shave Ice",NULL
"2024-09-02","Beachside Shave Ice","553"
"2024-09-03","Beachside Shave Ice","462.6"
"2024-09-04","Beachside Shave Ice","14"
"2024-09-05","Beachside Shave Ice","401"
"2024-09-06","Beachside Shave Ice","307"
"2024-09-07","Beachside Shave Ice","438.5"
"2024-09-08","Beachside Shave Ice",NULL
"2024-09-09","Beachside Shave Ice","307"
"2024-09-10","Beachside Shave Ice","348.6"
"2024-09-11","Beachside Shave Ice","34"
"2024-09-12","Beachside Shave Ice","410.9"
"2024-09-13","Beachside Shave Ice","405"
"2024-09-14","Beachside Shave Ice","401.1"
"2024-09-15","Beachside Shave Ice",NULL
"2024-09-16","Beachside Shave Ice","283"
"2024-09-17","Beachside Shave Ice","283.5"
"2024-09-18","Beachside Shave Ice",NULL
"2024-09-19","Beachside Shave Ice","427"
"2024-09-20","Beachside Shave Ice","365"
"2024-09-21","Beachside Shave Ice","410"
"2024-09-22","Beachside Shave Ice",NULL
"2024-09-23","Beachside Shave Ice","565.5"
"2024-09-24","Beachside Shave Ice","284"
"2024-09-25","Beachside Shave Ice","56.02"
"2024-09-26","Beachside Shave Ice","392.7"
"2024-09-27","Beachside Shave Ice","218"
"2024-09-28","Beachside Shave Ice","489"
"2024-09-29","Beachside Shave Ice",NULL
"2024-09-30","Beachside Shave Ice","369.5"
"2024-10-01","Beachside Shave Ice","291.4"
"2024-10-02","Beachside Shave Ice",NULL
"2024-10-03","Beachside Shave Ice","530"
"2024-10-04","Beachside Shave Ice","345.11"
"2024-10-05","Beachside Shave Ice","438"
"2024-10-07","Beachside Shave Ice","580"
"2024-10-08","Beachside Shave Ice","452.3"
"2024-10-09","Beachside Shave Ice",NULL
"2024-10-10","Beachside Shave Ice","478.5"
"2024-10-11","Beachside Shave Ice","497"
"2024-10-12","Beachside Shave Ice","599"
"2024-10-13","Beachside Shave Ice",NULL
"2024-10-14","Beachside Shave Ice","420.2"
"2024-10-15","Beachside Shave Ice","438.2"
"2024-10-16","Beachside Shave Ice",NULL
"2024-10-17","Beachside Shave Ice","656"
"2024-10-18","Beachside Shave Ice","438.5"
"2024-10-19","Beachside Shave Ice","-2705.22"
"2024-10-21","Beachside Shave Ice","532.1"
"2024-10-22","Beachside Shave Ice","425.2"
"2024-10-23","Beachside Shave Ice","117.01"
"2024-10-24","Beachside Shave Ice","758.5"
"2024-10-25","Beachside Shave Ice","263.5"
"2024-10-26","Beachside Shave Ice","294.6"
"2024-10-27","Beachside Shave Ice",NULL
"2024-10-28","Beachside Shave Ice","145.2"
"2024-10-29","Beachside Shave Ice","349"
"2024-10-30","Beachside Shave Ice",NULL
"2024-10-31","Beachside Shave Ice","164.3"
"2024-11-01","Beachside Shave Ice","318"
"2024-11-02","Beachside Shave Ice","395.5"
"2024-11-03","Beachside Shave Ice",NULL
"2024-11-04","Beachside Shave Ice","281.2"
"2024-11-05","Beachside Shave Ice","153.2"
"2024-11-06","Beachside Shave Ice",NULL
"2024-11-07","Beachside Shave Ice","406"
"2024-11-08","Beachside Shave Ice","179"
"2024-11-09","Beachside Shave Ice","365.7"
"2024-11-10","Beachside Shave Ice",NULL
"2024-11-11","Beachside Shave Ice","247"
"2024-11-12","Beachside Shave Ice","479.3"
"2024-11-13","Beachside Shave Ice",NULL
"2024-11-14","Beachside Shave Ice","444"
"2024-11-15","Beachside Shave Ice","208"
"2024-11-16","Beachside Shave Ice","244.6"
"2024-11-17","Beachside Shave Ice",NULL
"2024-11-18","Beachside Shave Ice","273"
"2024-11-19","Beachside Shave Ice","248.2"
"2024-11-20","Beachside Shave Ice",NULL
"2024-11-21","Beachside Shave Ice","354.5"
"2024-11-22","Beachside Shave Ice","471"
"2024-11-23","Beachside Shave Ice","447.2"
"2024-11-25","Beachside Shave Ice","785"
"2024-11-26","Beachside Shave Ice","433"
"2024-11-27","Beachside Shave Ice","343"
"2024-11-29","Beachside Shave Ice","458.1"
"2024-11-30","Beachside Shave Ice","478.4"
"2024-12-02","Beachside Shave Ice","395.9"
"2024-12-03","Beachside Shave Ice","260.7"
"2024-12-04","Beachside Shave Ice",NULL
"2024-12-05","Beachside Shave Ice","407"
"2024-12-06","Beachside Shave Ice","301.2"
"2024-12-07","Beachside Shave Ice","381"
"2024-12-09","Beachside Shave Ice","315"
"2024-12-10","Beachside Shave Ice","309.3"
"2024-12-11","Beachside Shave Ice",NULL
"2024-12-12","Beachside Shave Ice","364.5"
"2024-12-13","Beachside Shave Ice","176.5"
"2024-12-14","Beachside Shave Ice","300.8"
"2024-12-16","Beachside Shave Ice","292"
"2024-12-17","Beachside Shave Ice","279.3"
"2024-12-18","Beachside Shave Ice","194.9"
"2024-12-19","Beachside Shave Ice","218.2"
"2024-12-20","Beachside Shave Ice","208.9"
"2024-12-21","Beachside Shave Ice","684.1"
"2024-12-22","Beachside Shave Ice",NULL
"2024-12-23","Beachside Shave Ice","504.3"
"2024-12-24","Beachside Shave Ice","224.7"
"2024-12-26","Beachside Shave Ice","805.8"
"2024-12-27","Beachside Shave Ice","456.1"
"2024-12-28","Beachside Shave Ice","582.7"
"2024-12-29","Beachside Shave Ice",NULL
"2024-12-30","Beachside Shave Ice","425.21"
"2024-12-31","Beachside Shave Ice","661"
"2025-01-01","Beachside Shave Ice",NULL
"2025-01-02","Beachside Shave Ice","483.9"
"2025-01-03","Beachside Shave Ice","456.7"
"2025-01-04","Beachside Shave Ice","512.2"
"2025-01-06","Beachside Shave Ice","433.7"
"2025-01-07","Beachside Shave Ice","551.5"
"2025-01-08","Beachside Shave Ice",NULL
"2025-01-09","Beachside Shave Ice","387.5"
"2025-01-10","Beachside Shave Ice","388"
"2025-01-11","Beachside Shave Ice","314"
"2025-01-13","Beachside Shave Ice","378"
"2025-01-14","Beachside Shave Ice","507.5"
"2025-01-15","Beachside Shave Ice",NULL
"2025-01-16","Beachside Shave Ice","565"
"2025-01-17","Beachside Shave Ice","363.5"
"2025-01-18","Beachside Shave Ice","390.5"
"2025-01-20","Beachside Shave Ice","587"
"2025-01-21","Beachside Shave Ice","277.3"
"2025-01-22","Beachside Shave Ice",NULL
"2025-01-23","Beachside Shave Ice","320.5"
"2025-01-24","Beachside Shave Ice","305.1"
"2025-01-25","Beachside Shave Ice","452"
"2025-01-27","Beachside Shave Ice","319"
"2025-01-28","Beachside Shave Ice","293"
"2025-01-29","Beachside Shave Ice",NULL
"2025-01-30","Beachside Shave Ice","94.6"
"2025-01-31","Beachside Shave Ice","188.6"
"2025-02-01","Beachside Shave Ice","371"
"2025-02-03","Beachside Shave Ice","355"
"2025-02-04","Beachside Shave Ice","329.5"
"2025-02-05","Beachside Shave Ice",NULL
"2025-02-06","Beachside Shave Ice","176.7"
"2025-02-07","Beachside Shave Ice","323.9"
